filename,affinity_qvina
ligand_1538.log,42.5
ligand_323.log,38.2
ligand_1507.log,43.2
ligand_384.log,10.3
ligand_345.log,19.0
ligand_172.log,86.9
ligand_275.log,20.9
ligand_319.log,42.7
ligand_383.log,4.8
ligand_314.log,17.0
ligand_353.log,80.4
ligand_283.log,17.3
ligand_1509.log,40.8
ligand_1552.log,28.2
ligand_386.log,16.6
ligand_1588.log,104.9
ligand_1619.log,93.1
ligand_349.log,29.6
ligand_281.log,39.5
ligand_1555.log,22.9
ligand_324.log,50.7
ligand_385.log,13.6
ligand_418.log,16.7
ligand_34.log,83.1
ligand_1558.log,18.7
ligand_322.log,53.3
ligand_391.log,13.9
ligand_179.log,75.6
ligand_426.log,29.1
ligand_342.log,9.7
ligand_1580.log,47.7
ligand_284.log,34.5
ligand_387.log,8.0
ligand_464.log,25.8
ligand_315.log,40.5
ligand_340.log,23.4
ligand_397.log,5.5
ligand_419.log,20.2
ligand_176.log,87.6
ligand_466.log,21.9
ligand_341.log,13.5
ligand_287.log,27.6
ligand_395.log,16.6
ligand_316.log,34.6
ligand_428.log,38.5
ligand_1593.log,38.8
ligand_470.log,21.0
ligand_347.log,15.7
ligand_175.log,91.2
ligand_396.log,39.3
ligand_334.log,44.1
ligand_288.log,26.5
ligand_427.log,29.7
ligand_465.log,25.2
ligand_344.log,30.6
ligand_1585.log,44.1
ligand_390.log,7.8
ligand_277.log,18.3
ligand_186.log,79.1
ligand_336.log,18.9
ligand_431.log,25.4
ligand_475.log,23.8
ligand_389.log,27.8
ligand_286.log,21.1
ligand_346.log,16.8
ligand_435.log,71.3
ligand_326.log,17.1
ligand_477.log,3.2
ligand_182.log,80.4
ligand_1581.log,68.1
ligand_38.log,58.4
ligand_510.log,61.8
ligand_350.log,57.1
ligand_32.log,60.9
ligand_474.log,80.2
ligand_351.log,51.2
ligand_392.log,2.6
ligand_339.log,33.5
ligand_17.log,51.7
ligand_35.log,67.6
ligand_439.log,12.0
ligand_393.log,7.3
ligand_335.log,11.3
ligand_479.log,-2.9
ligand_1589.log,66.8
ligand_177.log,82.3
ligand_388.log,4.5
ligand_440.log,16.4
ligand_517.log,27.8
ligand_355.log,73.5
ligand_472.log,47.6
ligand_329.log,26.2
ligand_394.log,29.9
ligand_429.log,29.9
ligand_519.log,45.5
ligand_368.log,48.6
ligand_184.log,75.6
ligand_327.log,30.1
ligand_478.log,-1.2
ligand_398.log,20.1
ligand_1590.log,58.7
ligand_358.log,49.3
ligand_441.log,7.6
ligand_328.log,49.4
ligand_486.log,60.6
ligand_514.log,21.5
ligand_359.log,69.9
ligand_402.log,17.2
ligand_430.log,37.7
ligand_189.log,69.2
ligand_518.log,31.6
ligand_330.log,16.4
ligand_367.log,67.5
ligand_410.log,103.8
ligand_332.log,86.7
ligand_1595.log,48.6
ligand_476.log,31.0
ligand_432.log,27.0
ligand_181.log,80.6
ligand_52.log,42.4
ligand_357.log,44.8
ligand_434.log,63.5
ligand_483.log,51.2
ligand_401.log,18.9
ligand_338.log,21.1
ligand_365.log,87.5
ligand_520.log,37.8
ligand_178.log,84.4
ligand_1597.log,54.1
ligand_409.log,55.9
ligand_333.log,15.2
ligand_47.log,41.7
ligand_521.log,74.3
ligand_361.log,31.6
ligand_433.log,10.7
ligand_331.log,71.1
ligand_185.log,75.0
ligand_473.log,46.7
ligand_1600.log,68.0
ligand_362.log,71.3
ligand_408.log,87.3
ligand_43.log,76.2
ligand_533.log,6.6
ligand_183.log,80.3
ligand_552.log,63.7
ligand_480.log,-4.1
ligand_51.log,58.5
ligand_438.log,72.9
ligand_485.log,51.1
ligand_411.log,29.3
ligand_363.log,4.4
ligand_1598.log,54.2
ligand_522.log,57.1
ligand_188.log,75.2
ligand_55.log,54.7
ligand_364.log,80.0
ligand_404.log,16.2
ligand_437.log,25.1
ligand_484.log,30.6
ligand_551.log,63.3
ligand_436.log,56.5
ligand_403.log,5.3
ligand_187.log,78.1
ligand_528.log,98.8
ligand_481.log,63.1
ligand_594.log,37.8
ligand_399.log,14.9
ligand_354.log,59.3
ligand_447.log,70.2
ligand_526.log,91.6
ligand_180.log,74.4
ligand_366.log,77.4
ligand_406.log,78.0
ligand_550.log,68.4
ligand_482.log,47.4
ligand_597.log,44.8
ligand_442.log,67.0
ligand_523.log,69.7
ligand_400.log,38.9
ligand_203.log,33.6
ligand_360.log,93.4
ligand_554.log,65.6
ligand_487.log,53.6
ligand_604.log,27.9
ligand_194.log,67.0
ligand_443.log,32.5
ligand_405.log,64.9
ligand_524.log,56.5
ligand_451.log,64.3
ligand_601.log,34.9
ligand_356.log,50.1
ligand_639.log,82.9
ligand_553.log,64.1
ligand_407.log,93.1
ligand_48.log,37.3
ligand_457.log,99.0
ligand_596.log,20.4
ligand_525.log,68.3
ligand_372.log,3.1
ligand_488.log,49.6
ligand_373.log,1.8
ligand_444.log,56.8
ligand_571.log,13.0
ligand_600.log,38.0
ligand_641.log,21.6
ligand_39.log,23.1
ligand_371.log,45.5
ligand_458.log,102.5
ligand_532.log,56.4
ligand_563.log,55.5
ligand_40.log,32.8
ligand_369.log,40.0
ligand_649.log,53.1
ligand_603.log,29.4
ligand_490.log,54.0
ligand_459.log,105.5
ligand_412.log,19.6
ligand_377.log,24.4
ligand_572.log,51.6
ligand_60.log,50.8
ligand_643.log,58.5
ligand_413.log,16.5
ligand_36.log,70.0
ligand_489.log,60.8
ligand_467.log,35.3
ligand_531.log,62.3
ligand_607.log,24.0
ligand_463.log,28.4
ligand_416.log,19.5
ligand_647.log,72.3
ligand_380.log,37.6
ligand_462.log,20.8
ligand_606.log,52.9
ligand_495.log,56.9
ligand_415.log,19.4
ligand_381.log,2.0
ligand_575.log,65.9
ligand_461.log,49.7
ligand_529.log,96.3
ligand_648.log,60.5
ligand_382.log,18.6
ligand_422.log,16.0
ligand_471.log,21.0
ligand_611.log,56.2
ligand_378.log,4.5
ligand_497.log,54.5
ligand_64.log,57.2
ligand_41.log,55.0
ligand_469.log,17.2
ligand_530.log,46.4
ligand_565.log,51.0
ligand_37.log,44.3
ligand_46.log,32.5
ligand_616.log,65.7
ligand_417.log,29.3
ligand_645.log,59.3
ligand_370.log,58.2
ligand_499.log,48.0
ligand_45.log,16.0
ligand_423.log,49.4
ligand_379.log,19.7
ligand_576.log,32.6
ligand_659.log,60.4
ligand_619.log,58.7
ligand_468.log,22.9
ligand_527.log,100.1
ligand_498.log,53.4
ligand_375.log,7.5
ligand_414.log,18.6
ligand_568.log,61.5
ligand_688.log,68.1
ligand_661.log,45.2
ligand_735.log,3.3
ligand_421.log,9.4
ligand_535.log,10.6
ligand_614.log,54.0
ligand_496.log,59.3
ligand_728.log,17.6
ligand_534.log,9.2
ligand_577.log,31.5
ligand_425.log,25.1
ligand_657.log,57.3
ligand_689.log,53.7
ligand_536.log,8.4
ligand_736.log,15.4
ligand_615.log,65.4
ligand_566.log,51.5
ligand_420.log,20.7
ligand_539.log,21.5
ligand_662.log,56.1
ligand_725.log,30.6
ligand_49.log,49.6
ligand_691.log,84.0
ligand_544.log,24.5
ligand_424.log,25.4
ligand_491.log,54.4
ligand_651.log,63.2
ligand_569.log,38.0
ligand_732.log,19.5
ligand_546.log,23.9
ligand_617.log,69.2
ligand_76.log,53.1
ligand_727.log,38.5
ligand_690.log,61.8
ligand_545.log,51.8
ligand_573.log,56.8
ligand_655.log,63.5
ligand_769.log,32.9
ligand_492.log,53.6
ligand_734.log,33.6
ligand_612.log,65.0
ligand_548.log,74.8
ligand_653.log,42.3
ligand_574.log,55.0
ligand_681.log,45.0
ligand_493.log,40.7
ligand_768.log,26.7
ligand_724.log,23.8
ligand_608.log,25.8
ligand_65.log,56.5
ligand_543.log,20.8
ligand_683.log,54.2
ligand_777.log,59.2
ligand_538.log,17.9
ligand_567.log,39.8
ligand_494.log,66.8
ligand_650.log,49.3
ligand_610.log,58.3
ligand_730.log,30.1
ligand_542.log,11.8
ligand_693.log,79.8
ligand_779.log,50.6
ligand_564.log,45.2
ligand_737.log,16.2
ligand_656.log,63.5
ligand_540.log,15.2
ligand_618.log,65.4
ligand_500.log,31.5
ligand_547.log,18.6
ligand_738.log,23.2
ligand_654.log,67.0
ligand_77.log,63.6
ligand_508.log,73.1
ligand_682.log,55.7
ligand_53.log,27.2
ligand_570.log,73.7
ligand_73.log,47.7
ligand_609.log,65.1
ligand_775.log,49.6
ligand_660.log,60.3
ligand_537.log,14.5
ligand_692.log,71.5
ligand_742.log,60.9
ligand_541.log,17.5
ligand_50.log,29.9
ligand_61.log,36.6
ligand_780.log,56.0
ligand_580.log,45.5
ligand_658.log,54.2
ligand_549.log,69.0
ligand_504.log,70.0
ligand_747.log,11.9
ligand_613.log,76.7
ligand_695.log,74.5
ligand_663.log,73.5
ligand_781.log,27.5
ligand_579.log,50.3
ligand_741.log,51.0
ligand_560.log,50.1
ligand_501.log,64.5
ligand_794.log,37.3
ligand_620.log,66.8
ligand_700.log,88.6
ligand_744.log,36.6
ligand_58.log,43.7
ligand_664.log,58.7
ligand_787.log,63.3
ligand_54.log,49.4
ligand_578.log,52.5
ligand_515.log,38.7
ligand_621.log,69.3
ligand_698.log,74.4
ligand_788.log,61.8
ligand_557.log,42.1
ligand_74.log,36.8
ligand_652.log,48.7
ligand_505.log,56.8
ligand_785.log,67.5
ligand_559.log,25.8
ligand_739.log,15.3
ligand_694.log,59.6
ligand_586.log,53.2
ligand_665.log,53.5
ligand_625.log,29.2
ligand_558.log,9.5
ligand_745.log,24.6
ligand_507.log,62.1
ligand_701.log,76.0
ligand_561.log,37.2
ligand_786.log,40.6
ligand_588.log,47.4
ligand_746.log,25.8
ligand_666.log,33.8
ligand_626.log,49.1
ligand_782.log,23.5
ligand_555.log,50.2
ligand_670.log,28.9
ligand_583.log,29.5
ligand_703.log,65.3
ligand_750.log,21.1
ligand_516.log,37.7
ligand_624.log,12.2
ligand_562.log,30.9
ligand_511.log,65.8
ligand_581.log,54.9
ligand_748.log,14.2
ligand_677.log,37.1
ligand_792.log,27.6
ligand_697.log,18.8
ligand_556.log,21.2
ligand_630.log,52.5
ligand_789.log,45.7
ligand_743.log,47.6
ligand_815.log,25.0
ligand_705.log,66.4
ligand_668.log,53.8
ligand_57.log,45.4
ligand_627.log,19.3
ligand_512.log,68.2
ligand_791.log,63.7
ligand_749.log,27.9
ligand_822.log,38.4
ligand_587.log,16.0
