filename,affinity_qvina
ligand_1977.log,-0.8
ligand_1842.log,4.4
ligand_1639.log,-5.7
ligand_1784.log,-1.5
ligand_1551.log,-1.0
ligand_1716.log,-4.9
ligand_1987.log,-3.0
ligand_1550.log,-3.4
ligand_1575.log,3.7
ligand_1781.log,-1.7
ligand_1642.log,-4.9
ligand_1836.log,2.3
ligand_1709.log,-8.3
ligand_1989.log,35.8
ligand_1544.log,-3.1
ligand_1710.log,-8.7
ligand_1576.log,3.1
ligand_1717.log,-4.8
ligand_1548.log,-3.0
ligand_1841.log,-3.1
ligand_177.log,-6.2
ligand_1640.log,3.9
ligand_1786.log,4.1
ligand_1545.log,5.5
ligand_1980.log,-4.6
ligand_1718.log,-4.0
ligand_1573.log,-1.5
ligand_1911.log,0.9
ligand_1847.log,1.6
ligand_1979.log,1.2
ligand_1643.log,-4.8
ligand_154.log,-1.6
ligand_1780.log,0.5
ligand_171.log,-7.6
ligand_1719.log,-1.2
ligand_1577.log,-3.1
ligand_1906.log,96.9
ligand_197.log,3.0
ligand_1848.log,4.2
ligand_1553.log,-2.8
ligand_1726.log,-1.4
ligand_1782.log,-5.9
ligand_1644.log,-1.2
ligand_1549.log,-2.6
ligand_1586.log,5.7
ligand_1730.log,-2.5
ligand_1860.log,2.3
ligand_1985.log,1.6
ligand_1779.log,-7.9
ligand_1555.log,-3.5
ligand_1574.log,6.4
ligand_1646.log,-2.3
ligand_1729.log,1.1
ligand_1852.log,15.2
ligand_1552.log,-5.3
ligand_1982.log,-0.3
ligand_1788.log,7.4
ligand_1723.log,-2.3
ligand_1546.log,2.2
ligand_1580.log,7.2
ligand_1912.log,1.5
ligand_1652.log,-9.1
ligand_1986.log,-1.2
ligand_1853.log,-8.7
ligand_1653.log,-8.1
ligand_1725.log,-4.9
ligand_1558.log,-4.3
ligand_1851.log,8.1
ligand_1645.log,-2.2
ligand_1578.log,-3.3
ligand_1984.log,-0.6
ligand_1787.log,10.0
ligand_1907.log,94.8
ligand_1722.log,1.3
ligand_1554.log,0.2
ligand_1981.log,-5.5
ligand_1583.log,6.6
ligand_1857.log,-8.1
ligand_1655.log,-3.7
ligand_1556.log,-3.7
ligand_1720.log,-0.9
ligand_1789.log,0.2
ligand_1983.log,-0.4
ligand_184.log,-9.5
ligand_2046.log,-8.0
ligand_157.log,-3.6
ligand_1854.log,-8.3
